"concurso","data","ordem","bola"
1199,2010-07-24,5,16
1199,2010-07-24,6,19
1200,2010-07-28,1,10
1200,2010-07-28,2,3
1200,2010-07-28,3,39
1200,2010-07-28,4,54
1200,2010-07-28,5,56
1200,2010-07-28,6,11
1201,2010-07-31,1,36
1201,2010-07-31,2,32
1201,2010-07-31,3,55
1201,2010-07-31,4,49
1201,2010-07-31,5,60
1201,2010-07-31,6,28
1202,2010-08-04,1,9
1202,2010-08-04,2,60
1202,2010-08-04,3,11
1202,2010-08-04,4,53
1202,2010-08-04,5,48
1202,2010-08-04,6,8
1203,2010-08-07,1,55
1203,2010-08-07,2,30
1203,2010-08-07,3,33
1203,2010-08-07,4,9
1203,2010-08-07,5,7
1203,2010-08-07,6,38
1204,2010-08-11,1,10
1204,2010-08-11,2,25
1204,2010-08-11,3,5
1204,2010-08-11,4,39
1204,2010-08-11,5,52
1204,2010-08-11,6,43
1205,2010-08-14,1,14
1205,2010-08-14,2,4
1205,2010-08-14,3,26
1205,2010-08-14,4,35
1205,2010-08-14,5,29
1205,2010-08-14,6,13
1206,2010-08-18,1,2
1206,2010-08-18,2,11
1206,2010-08-18,3,37
1206,2010-08-18,4,36
1206,2010-08-18,5,48
1206,2010-08-18,6,6
1207,2010-08-21,1,32
1207,2010-08-21,2,35
1207,2010-08-21,3,22
1207,2010-08-21,4,9
1207,2010-08-21,5,56
1207,2010-08-21,6,11
1208,2010-08-25,1,45
1208,2010-08-25,2,12
1208,2010-08-25,3,1
1208,2010-08-25,4,26
1208,2010-08-25,5,54
1208,2010-08-25,6,20
1209,2010-08-28,1,30
1209,2010-08-28,2,17
1209,2010-08-28,3,38
1209,2010-08-28,4,14
1209,2010-08-28,5,5
1209,2010-08-28,6,35
1210,2010-09-01,1,3
1210,2010-09-01,2,7
1210,2010-09-01,3,9
1210,2010-09-01,4,10
1210,2010-09-01,5,31
1210,2010-09-01,6,34
1211,2010-09-04,1,36
1211,2010-09-04,2,54
1211,2010-09-04,3,3
1211,2010-09-04,4,31
1211,2010-09-04,5,15
1211,2010-09-04,6,48
1212,2010-09-08,1,35
1212,2010-09-08,2,50
1212,2010-09-08,3,2
1212,2010-09-08,4,23
1212,2010-09-08,5,33
1212,2010-09-08,6,40
1213,2010-09-11,1,3
1213,2010-09-11,2,53
1213,2010-09-11,3,45
1213,2010-09-11,4,11
1213,2010-09-11,5,34
1213,2010-09-11,6,26
1214,2010-09-15,1,5
1214,2010-09-15,2,41
1214,2010-09-15,3,29
1214,2010-09-15,4,36
1214,2010-09-15,5,30
1214,2010-09-15,6,48
1215,2010-09-18,1,47
1215,2010-09-18,2,51
1215,2010-09-18,3,10
1215,2010-09-18,4,50
1215,2010-09-18,5,30
1215,2010-09-18,6,25
1216,2010-09-22,1,7
1216,2010-09-22,2,25
1216,2010-09-22,3,4
1216,2010-09-22,4,58
1216,2010-09-22,5,13
1216,2010-09-22,6,27
1217,2010-09-25,1,5
1217,2010-09-25,2,43
1217,2010-09-25,3,28
1217,2010-09-25,4,15
1217,2010-09-25,5,11
1217,2010-09-25,6,50
1218,2010-09-29,1,33
1218,2010-09-29,2,23
1218,2010-09-29,3,29
1218,2010-09-29,4,46
1218,2010-09-29,5,10
1218,2010-09-29,6,31
1219,2010-10-02,1,34
1219,2010-10-02,2,37
1219,2010-10-02,3,41
1219,2010-10-02,4,53
1219,2010-10-02,5,2
1219,2010-10-02,6,33
1220,2010-10-06,1,48
1220,2010-10-06,2,55
1220,2010-10-06,3,52
1220,2010-10-06,4,43
1220,2010-10-06,5,5
1220,2010-10-06,6,15
1221,2010-10-09,1,46
1221,2010-10-09,2,5
1221,2010-10-09,3,58
1221,2010-10-09,4,37
1221,2010-10-09,5,14
1221,2010-10-09,6,43
1222,2010-10-13,1,26
1222,2010-10-13,2,19
1222,2010-10-13,3,48
1222,2010-10-13,4,57
1222,2010-10-13,5,5
1222,2010-10-13,6,8
1223,2010-10-16,1,17
1223,2010-10-16,2,15
1223,2010-10-16,3,48
1223,2010-10-16,4,42
1223,2010-10-16,5,35
1223,2010-10-16,6,47
1224,2010-10-20,1,41
1224,2010-10-20,2,19
1224,2010-10-20,3,57
1224,2010-10-20,4,53
1224,2010-10-20,5,21
1224,2010-10-20,6,27
1225,2010-10-23,1,32
1225,2010-10-23,2,55
1225,2010-10-23,3,34
1225,2010-10-23,4,31
1225,2010-10-23,5,50
1225,2010-10-23,6,40
1226,2010-10-27,1,31
1226,2010-10-27,2,55
1226,2010-10-27,3,56
1226,2010-10-27,4,50
1226,2010-10-27,5,40
1226,2010-10-27,6,10
1227,2010-10-30,1,35
1227,2010-10-30,2,31
1227,2010-10-30,3,4
1227,2010-10-30,4,30
1227,2010-10-30,5,54
1227,2010-10-30,6,28
1228,2010-11-03,1,36
1228,2010-11-03,2,10
1228,2010-11-03,3,60
1228,2010-11-03,4,52
1228,2010-11-03,5,50
1228,2010-11-03,6,23
1229,2010-11-06,1,12
1229,2010-11-06,2,49
1229,2010-11-06,3,60
1229,2010-11-06,4,32
1229,2010-11-06,5,30
1229,2010-11-06,6,40
1230,2010-11-10,1,37
1230,2010-11-10,2,35
1230,2010-11-10,3,12
1230,2010-11-10,4,22
1230,2010-11-10,5,19
1230,2010-11-10,6,9
1231,2010-11-13,1,20
1231,2010-11-13,2,27
1231,2010-11-13,3,49
1231,2010-11-13,4,5
1231,2010-11-13,5,23
1231,2010-11-13,6,39
1232,2010-11-17,1,12
1232,2010-11-17,2,18
1232,2010-11-17,3,15
1232,2010-11-17,4,8
1232,2010-11-17,5,11
1232,2010-11-17,6,22
1233,2010-11-20,1,49
1233,2010-11-20,2,22
1233,2010-11-20,3,59
1233,2010-11-20,4,29
1233,2010-11-20,5,32
1233,2010-11-20,6,54
1234,2010-11-24,1,3
1234,2010-11-24,2,5
1234,2010-11-24,3,24
1234,2010-11-24,4,19
1234,2010-11-24,5,30
1234,2010-11-24,6,35
1235,2010-11-27,1,16
1235,2010-11-27,2,49
1235,2010-11-27,3,55
1235,2010-11-27,4,20
1235,2010-11-27,5,10
1235,2010-11-27,6,26
1236,2010-12-01,1,17
1236,2010-12-01,2,20
1236,2010-12-01,3,38
1236,2010-12-01,4,8
1236,2010-12-01,5,53
1236,2010-12-01,6,3
1237,2010-12-04,1,26
1237,2010-12-04,2,21
1237,2010-12-04,3,39
1237,2010-12-04,4,5
1237,2010-12-04,5,18
1237,2010-12-04,6,59
1238,2010-12-08,1,40
1238,2010-12-08,2,45
1238,2010-12-08,3,24
1238,2010-12-08,4,14
1238,2010-12-08,5,13
1238,2010-12-08,6,39
1239,2010-12-11,1,15
1239,2010-12-11,2,1
1239,2010-12-11,3,48
1239,2010-12-11,4,37
1239,2010-12-11,5,39
1239,2010-12-11,6,52
1240,2010-12-15,1,22
1240,2010-12-15,2,42
1240,2010-12-15,3,49
1240,2010-12-15,4,8
1240,2010-12-15,5,12
1240,2010-12-15,6,9
1241,2010-12-18,1,13
1241,2010-12-18,2,26
1241,2010-12-18,3,25
1241,2010-12-18,4,10
1241,2010-12-18,5,28
1241,2010-12-18,6,45
1242,2010-12-20,1,54
1242,2010-12-20,2,45
1242,2010-12-20,3,51
1242,2010-12-20,4,11
1242,2010-12-20,5,34
1242,2010-12-20,6,48
1243,2010-12-22,1,32
1243,2010-12-22,2,19
1243,2010-12-22,3,23
1243,2010-12-22,4,57
1243,2010-12-22,5,9
1243,2010-12-22,6,29
1244,2010-12-24,1,45
1244,2010-12-24,2,8
1244,2010-12-24,3,34
1244,2010-12-24,4,15
1244,2010-12-24,5,2
1244,2010-12-24,6,25
1245,2010-12-31,1,34
1245,2010-12-31,2,10
1245,2010-12-31,3,37
1245,2010-12-31,4,50
1245,2010-12-31,5,43
1245,2010-12-31,6,2
1246,2011-01-05,1,59
1246,2011-01-05,2,10
1246,2011-01-05,3,37
1246,2011-01-05,4,57
1246,2011-01-05,5,40
1246,2011-01-05,6,43
1247,2011-01-08,1,9
1247,2011-01-08,2,11
1247,2011-01-08,3,24
1247,2011-01-08,4,3
1247,2011-01-08,5,51
1247,2011-01-08,6,36
1248,2011-01-12,1,20
1248,2011-01-12,2,33
1248,2011-01-12,3,58
1248,2011-01-12,4,34
1248,2011-01-12,5,57
1248,2011-01-12,6,60
1249,2011-01-15,1,3
1249,2011-01-15,2,40
1249,2011-01-15,3,8
1249,2011-01-15,4,53
1249,2011-01-15,5,51
1249,2011-01-15,6,36
1250,2011-01-19,1,59
1250,2011-01-19,2,1
1250,2011-01-19,3,2
1250,2011-01-19,4,40
1250,2011-01-19,5,51
1250,2011-01-19,6,24
1251,2011-01-22,1,48
1251,2011-01-22,2,27
1251,2011-01-22,3,34
1251,2011-01-22,4,52
1251,2011-01-22,5,46
1251,2011-01-22,6,5
1252,2011-01-26,1,35
1252,2011-01-26,2,2
1252,2011-01-26,3,51
1252,2011-01-26,4,14
1252,2011-01-26,5,49
1252,2011-01-26,6,39
1253,2011-01-29,1,2
1253,2011-01-29,2,51
1253,2011-01-29,3,17
1253,2011-01-29,4,44
1253,2011-01-29,5,43
1253,2011-01-29,6,23
1254,2011-02-02,1,9
1254,2011-02-02,2,29
1254,2011-02-02,3,18
1254,2011-02-02,4,7
1254,2011-02-02,5,14
1254,2011-02-02,6,39
1255,2011-02-05,1,23
1255,2011-02-05,2,5
1255,2011-02-05,3,54
1255,2011-02-05,4,39
1255,2011-02-05,5,38
1255,2011-02-05,6,51
1256,2011-02-09,1,26
1256,2011-02-09,2,38
1256,2011-02-09,3,33
1256,2011-02-09,4,35
1256,2011-02-09,5,53
1256,2011-02-09,6,43
1257,2011-02-12,1,27
1257,2011-02-12,2,15
1257,2011-02-12,3,30
1257,2011-02-12,4,52
1257,2011-02-12,5,26
1257,2011-02-12,6,2
1258,2011-02-16,1,47
1258,2011-02-16,2,26
1258,2011-02-16,3,11
1258,2011-02-16,4,57
1258,2011-02-16,5,59
1258,2011-02-16,6,55
1259,2011-02-19,1,39
1259,2011-02-19,2,54
1259,2011-02-19,3,58
1259,2011-02-19,4,46
1259,2011-02-19,5,4
1259,2011-02-19,6,6
1260,2011-02-23,1,19
1260,2011-02-23,2,23
1260,2011-02-23,3,31
1260,2011-02-23,4,53
1260,2011-02-23,5,29
1260,2011-02-23,6,41
1261,2011-02-26,1,10
1261,2011-02-26,2,41
1261,2011-02-26,3,14
1261,2011-02-26,4,22
1261,2011-02-26,5,53
1261,2011-02-26,6,42
1262,2011-03-02,1,11
1262,2011-03-02,2,39
1262,2011-03-02,3,9
1262,2011-03-02,4,5
1262,2011-03-02,5,8
1262,2011-03-02,6,7
1263,2011-03-05,1,41
1263,2011-03-05,2,53
1263,2011-03-05,3,18
1263,2011-03-05,4,4
1263,2011-03-05,5,36
1263,2011-03-05,6,26
1264,2011-03-09,1,56
1264,2011-03-09,2,17
1264,2011-03-09,3,37
1264,2011-03-09,4,51
1264,2011-03-09,5,4
1264,2011-03-09,6,36
1265,2011-03-12,1,13
1265,2011-03-12,2,50
1265,2011-03-12,3,46
1265,2011-03-12,4,24
1265,2011-03-12,5,60
1265,2011-03-12,6,19
1266,2011-03-16,1,39
1266,2011-03-16,2,6
1266,2011-03-16,3,42
1266,2011-03-16,4,10
1266,2011-03-16,5,60
1266,2011-03-16,6,33
1267,2011-03-19,1,47
1267,2011-03-19,2,58
1267,2011-03-19,3,4
1267,2011-03-19,4,41
1267,2011-03-19,5,20
1267,2011-03-19,6,30
1268,2011-03-23,1,17
1268,2011-03-23,2,53
1268,2011-03-23,3,60
1268,2011-03-23,4,44
1268,2011-03-23,5,16
1268,2011-03-23,6,3
1269,2011-03-26,1,51
1269,2011-03-26,2,5
1269,2011-03-26,3,27
1269,2011-03-26,4,4
1269,2011-03-26,5,15
1269,2011-03-26,6,17
1270,2011-03-30,1,31
1270,2011-03-30,2,33
1270,2011-03-30,3,24
1270,2011-03-30,4,5
1270,2011-03-30,5,42
1270,2011-03-30,6,9
1271,2011-04-02,1,2
1271,2011-04-02,2,52
1271,2011-04-02,3,39
1271,2011-04-02,4,59
1271,2011-04-02,5,48
1271,2011-04-02,6,1
1272,2011-04-06,1,28
1272,2011-04-06,2,27
1272,2011-04-06,3,13
1272,2011-04-06,4,35
1272,2011-04-06,5,26
1272,2011-04-06,6,52
1273,2011-04-09,1,60
1273,2011-04-09,2,26
1273,2011-04-09,3,19
1273,2011-04-09,4,58
1273,2011-04-09,5,13
1273,2011-04-09,6,40
1274,2011-04-13,1,13
1274,2011-04-13,2,59
1274,2011-04-13,3,21
1274,2011-04-13,4,17
1274,2011-04-13,5,40
1274,2011-04-13,6,39
1275,2011-04-16,1,58
1275,2011-04-16,2,55
1275,2011-04-16,3,14
1275,2011-04-16,4,2
1275,2011-04-16,5,60
1275,2011-04-16,6,48
1276,2011-04-20,1,9
1276,2011-04-20,2,40
1276,2011-04-20,3,5
1276,2011-04-20,4,22
1276,2011-04-20,5,36
1276,2011-04-20,6,11
1277,2011-04-23,1,50
1277,2011-04-23,2,59
1277,2011-04-23,3,18
1277,2011-04-23,4,31
1277,2011-04-23,5,60
1277,2011-04-23,6,12
1278,2011-04-27,1,4
1278,2011-04-27,2,16
1278,2011-04-27,3,24
1278,2011-04-27,4,56
1278,2011-04-27,5,25
1278,2011-04-27,6,30
1279,2011-04-30,1,8
1279,2011-04-30,2,29
1279,2011-04-30,3,36
1279,2011-04-30,4,35
1279,2011-04-30,5,14
1279,2011-04-30,6,40
1280,2011-05-04,1,29
1280,2011-05-04,2,6
1280,2011-05-04,3,54
1280,2011-05-04,4,10
1280,2011-05-04,5,20
1280,2011-05-04,6,16
1281,2011-05-07,1,36
1281,2011-05-07,2,14
1281,2011-05-07,3,30
1281,2011-05-07,4,38
1281,2011-05-07,5,11
1281,2011-05-07,6,8
1282,2011-05-11,1,4
1282,2011-05-11,2,39
1282,2011-05-11,3,56
1282,2011-05-11,4,23
1282,2011-05-11,5,52
1282,2011-05-11,6,55
1283,2011-05-14,1,59
1283,2011-05-14,2,8
1283,2011-05-14,3,60
1283,2011-05-14,4,44
1283,2011-05-14,5,40
1283,2011-05-14,6,30
1284,2011-05-18,1,26
1284,2011-05-18,2,21
1284,2011-05-18,3,20
1284,2011-05-18,4,36
1284,2011-05-18,5,31
1284,2011-05-18,6,29
1285,2011-05-21,1,33
1285,2011-05-21,2,10
1285,2011-05-21,3,15
1285,2011-05-21,4,38
1285,2011-05-21,5,31
1285,2011-05-21,6,28
1286,2011-05-25,1,5
1286,2011-05-25,2,52
1286,2011-05-25,3,2
1286,2011-05-25,4,33
1286,2011-05-25,5,51
1286,2011-05-25,6,28
1287,2011-05-28,1,33
1287,2011-05-28,2,42
1287,2011-05-28,3,12
1287,2011-05-28,4,31
1287,2011-05-28,5,11
1287,2011-05-28,6,52
1288,2011-06-01,1,42
1288,2011-06-01,2,32
1288,2011-06-01,3,56
1288,2011-06-01,4,40
1288,2011-06-01,5,30
1288,2011-06-01,6,17
1289,2011-06-04,1,13
1289,2011-06-04,2,8
1289,2011-06-04,3,27
1289,2011-06-04,4,1
1289,2011-06-04,5,3
1289,2011-06-04,6,52
1290,2011-06-08,1,14
1290,2011-06-08,2,50
1290,2011-06-08,3,3
1290,2011-06-08,4,23
1290,2011-06-08,5,2
1290,2011-06-08,6,34
1291,2011-06-11,1,18
1291,2011-06-11,2,57
1291,2011-06-11,3,58
1291,2011-06-11,4,40
1291,2011-06-11,5,47
1291,2011-06-11,6,54
1292,2011-06-15,1,30
1292,2011-06-15,2,31
1292,2011-06-15,3,23
1292,2011-06-15,4,9
1292,2011-06-15,5,54
1292,2011-06-15,6,11
1293,2011-06-18,1,24
1293,2011-06-18,2,50
1293,2011-06-18,3,1
1293,2011-06-18,4,44
1293,2011-06-18,5,13
1293,2011-06-18,6,40
1294,2011-06-22,1,6
1294,2011-06-22,2,50
1294,2011-06-22,3,4
1294,2011-06-22,4,48
1294,2011-06-22,5,29
1294,2011-06-22,6,51
1295,2011-06-25,1,20
1295,2011-06-25,2,2
1295,2011-06-25,3,43
1295,2011-06-25,4,15
1295,2011-06-25,5,5
1295,2011-06-25,6,57
1296,2011-06-29,1,49
1296,2011-06-29,2,43
1296,2011-06-29,3,14
1296,2011-06-29,4,10
1296,2011-06-29,5,53
1296,2011-06-29,6,46
1297,2011-07-02,1,2
1297,2011-07-02,2,56
1297,2011-07-02,3,11
1297,2011-07-02,4,5
1297,2011-07-02,5,59
1297,2011-07-02,6,13
1298,2011-07-06,1,60
1298,2011-07-06,2,14
1298,2011-07-06,3,53
1298,2011-07-06,4,30
1298,2011-07-06,5,15
1298,2011-07-06,6,55
1299,2011-07-09,1,56
1299,2011-07-09,2,32
1299,2011-07-09,3,8
1299,2011-07-09,4,22
1299,2011-07-09,5,43
1299,2011-07-09,6,53
1300,2011-07-13,1,46
1300,2011-07-13,2,43
1300,2011-07-13,3,59
1300,2011-07-13,4,54
1300,2011-07-13,5,44
1300,2011-07-13,6,53
1301,2011-07-16,1,16
1301,2011-07-16,2,25
1301,2011-07-16,3,3
1301,2011-07-16,4,51
1301,2011-07-16,5,23
1301,2011-07-16,6,56
1302,2011-07-20,1,44
1302,2011-07-20,2,15
1302,2011-07-20,3,56
1302,2011-07-20,4,2
1302,2011-07-20,5,10
1302,2011-07-20,6,57
1303,2011-07-23,1,19
1303,2011-07-23,2,51
1303,2011-07-23,3,54
1303,2011-07-23,4,8
1303,2011-07-23,5,52
1303,2011-07-23,6,46
1304,2011-07-27,1,35
1304,2011-07-27,2,23
1304,2011-07-27,3,15
1304,2011-07-27,4,7
1304,2011-07-27,5,20
1304,2011-07-27,6,14
1305,2011-07-30,1,44
1305,2011-07-30,2,11
1305,2011-07-30,3,5
1305,2011-07-30,4,46
1305,2011-07-30,5,36
1305,2011-07-30,6,3
1306,2011-08-03,1,45
1306,2011-08-03,2,6
1306,2011-08-03,3,19
1306,2011-08-03,4,34
1306,2011-08-03,5,43
1306,2011-08-03,6,22
1307,2011-08-06,1,10
1307,2011-08-06,2,47
1307,2011-08-06,3,54
1307,2011-08-06,4,7
1307,2011-08-06,5,43
1307,2011-08-06,6,32
1308,2011-08-09,1,24
1308,2011-08-09,2,33
1308,2011-08-09,3,7
1308,2011-08-09,4,30
1308,2011-08-09,5,47
1308,2011-08-09,6,8
1309,2011-08-11,1,7
1309,2011-08-11,2,12
1309,2011-08-11,3,25
1309,2011-08-11,4,26
1309,2011-08-11,5,32
1309,2011-08-11,6,39
1310,2011-08-13,1,14
1310,2011-08-13,2,8
1310,2011-08-13,3,53
1310,2011-08-13,4,9
1310,2011-08-13,5,59
1310,2011-08-13,6,32
1311,2011-08-17,1,54
1311,2011-08-17,2,7
1311,2011-08-17,3,19
1311,2011-08-17,4,12
1311,2011-08-17,5,45
1311,2011-08-17,6,9
1312,2011-08-20,1,28
1312,2011-08-20,2,30
1312,2011-08-20,3,29
1312,2011-08-20,4,22
1312,2011-08-20,5,20
1312,2011-08-20,6,5
1313,2011-08-24,1,39
1313,2011-08-24,2,26
1313,2011-08-24,3,49
1313,2011-08-24,4,1
1313,2011-08-24,5,4
1313,2011-08-24,6,43
1314,2011-08-27,1,42
1314,2011-08-27,2,44
1314,2011-08-27,3,52
1314,2011-08-27,4,58
1314,2011-08-27,5,60
1314,2011-08-27,6,38
1315,2011-08-31,1,27
1315,2011-08-31,2,29
1315,2011-08-31,3,1
1315,2011-08-31,4,50
1315,2011-08-31,5,52
1315,2011-08-31,6,38
1316,2011-09-03,1,48
1316,2011-09-03,2,34
1316,2011-09-03,3,25
1316,2011-09-03,4,42
1316,2011-09-03,5,13
1316,2011-09-03,6,8
1317,2011-09-08,1,35
1317,2011-09-08,2,29
1317,2011-09-08,3,37
1317,2011-09-08,4,13
1317,2011-09-08,5,6
1317,2011-09-08,6,30
1318,2011-09-10,1,34
1318,2011-09-10,2,46
1318,2011-09-10,3,14
1318,2011-09-10,4,28
1318,2011-09-10,5,11
1318,2011-09-10,6,16
1319,2011-09-14,1,16
1319,2011-09-14,2,4
1319,2011-09-14,3,18
1319,2011-09-14,4,27
1319,2011-09-14,5,5
1319,2011-09-14,6,51
1320,2011-09-17,1,38
1320,2011-09-17,2,17
1320,2011-09-17,3,55
1320,2011-09-17,4,41
1320,2011-09-17,5,24
1320,2011-09-17,6,25
1321,2011-09-21,1,51
1321,2011-09-21,2,59
1321,2011-09-21,3,47
1321,2011-09-21,4,10
1321,2011-09-21,5,60
1321,2011-09-21,6,53
1322,2011-09-24,1,55
1322,2011-09-24,2,43
1322,2011-09-24,3,21
1322,2011-09-24,4,10
1322,2011-09-24,5,47
1322,2011-09-24,6,53
1323,2011-09-28,1,25
1323,2011-09-28,2,37
1323,2011-09-28,3,15
1323,2011-09-28,4,6
1323,2011-09-28,5,48
1323,2011-09-28,6,55
1324,2011-10-01,1,29
1324,2011-10-01,2,44
1324,2011-10-01,3,51
1324,2011-10-01,4,31
1324,2011-10-01,5,18
1324,2011-10-01,6,57
1325,2011-10-05,1,35
1325,2011-10-05,2,2
1325,2011-10-05,3,20
1325,2011-10-05,4,43
1325,2011-10-05,5,5
1325,2011-10-05,6,16
1326,2011-10-08,1,30
1326,2011-10-08,2,19
1326,2011-10-08,3,10
1326,2011-10-08,4,18
1326,2011-10-08,5,50
1326,2011-10-08,6,11
1327,2011-10-13,1,41
1327,2011-10-13,2,35
1327,2011-10-13,3,36
1327,2011-10-13,4,16
1327,2011-10-13,5,52
1327,2011-10-13,6,54
1328,2011-10-15,1,43
1328,2011-10-15,2,27
1328,2011-10-15,3,59
1328,2011-10-15,4,53
1328,2011-10-15,5,23
1328,2011-10-15,6,10
1329,2011-10-19,1,43
1329,2011-10-19,2,50
1329,2011-10-19,3,8
1329,2011-10-19,4,7
1329,2011-10-19,5,39
1329,2011-10-19,6,11
1330,2011-10-22,1,48
1330,2011-10-22,2,8
1330,2011-10-22,3,21
1330,2011-10-22,4,18
1330,2011-10-22,5,49
1330,2011-10-22,6,30
1331,2011-10-26,1,24
1331,2011-10-26,2,46
1331,2011-10-26,3,39
1331,2011-10-26,4,57
1331,2011-10-26,5,26
1331,2011-10-26,6,9
1332,2011-10-29,1,5
1332,2011-10-29,2,13
1332,2011-10-29,3,3
1332,2011-10-29,4,24
1332,2011-10-29,5,35
1332,2011-10-29,6,59
1333,2011-11-03,1,25
1333,2011-11-03,2,51
1333,2011-11-03,3,26
1333,2011-11-03,4,42
1333,2011-11-03,5,28
1333,2011-11-03,6,33
1334,2011-11-05,1,8
1334,2011-11-05,2,25
1334,2011-11-05,3,27
1334,2011-11-05,4,6
1334,2011-11-05,5,10
1334,2011-11-05,6,1
1335,2011-11-09,1,49
1335,2011-11-09,2,3
1335,2011-11-09,3,51
1335,2011-11-09,4,20
1335,2011-11-09,5,22
1335,2011-11-09,6,14
1336,2011-11-12,1,51
1336,2011-11-12,2,54
1336,2011-11-12,3,32
1336,2011-11-12,4,1
1336,2011-11-12,5,38
1336,2011-11-12,6,47
1337,2011-11-16,1,38
1337,2011-11-16,2,2
1337,2011-11-16,3,45
1337,2011-11-16,4,35
1337,2011-11-16,5,20
1337,2011-11-16,6,51
1338,2011-11-19,1,19
1338,2011-11-19,2,33
1338,2011-11-19,3,18
1338,2011-11-19,4,43
1338,2011-11-19,5,60
1338,2011-11-19,6,1
1339,2011-11-23,1,59
1339,2011-11-23,2,10
1339,2011-11-23,3,16
1339,2011-11-23,4,14
1339,2011-11-23,5,7
1339,2011-11-23,6,54
1340,2011-11-26,1,36
1340,2011-11-26,2,21
1340,2011-11-26,3,13
1340,2011-11-26,4,59
1340,2011-11-26,5,60
1340,2011-11-26,6,30
1341,2011-11-30,1,11
1341,2011-11-30,2,40
1341,2011-11-30,3,37
1341,2011-11-30,4,20
1341,2011-11-30,5,1
1341,2011-11-30,6,52
1342,2011-12-03,1,5
1342,2011-12-03,2,60
1342,2011-12-03,3,46
1342,2011-12-03,4,42
1342,2011-12-03,5,50
1342,2011-12-03,6,7
1343,2011-12-07,1,51
1343,2011-12-07,2,31
1343,2011-12-07,3,42
1343,2011-12-07,4,20
1343,2011-12-07,5,56
1343,2011-12-07,6,19
1344,2011-12-10,1,19
1344,2011-12-10,2,42
1344,2011-12-10,3,8
1344,2011-12-10,4,36
1344,2011-12-10,5,21
1344,2011-12-10,6,59
1345,2011-12-14,1,50
1345,2011-12-14,2,40
1345,2011-12-14,3,26
1345,2011-12-14,4,7
1345,2011-12-14,5,19
1345,2011-12-14,6,17
1346,2011-12-17,1,59
1346,2011-12-17,2,47
1346,2011-12-17,3,32
1346,2011-12-17,4,48
1346,2011-12-17,5,40
1346,2011-12-17,6,12
1347,2011-12-20,1,19
1347,2011-12-20,2,45
1347,2011-12-20,3,54
1347,2011-12-20,4,56
1347,2011-12-20,5,46
1347,2011-12-20,6,9
1348,2011-12-22,1,38
1348,2011-12-22,2,45
1348,2011-12-22,3,39
1348,2011-12-22,4,7
1348,2011-12-22,5,12
1348,2011-12-22,6,56
1349,2011-12-24,1,9
1349,2011-12-24,2,19
1349,2011-12-24,3,20
1349,2011-12-24,4,50
1349,2011-12-24,5,60
1349,2011-12-24,6,51
1350,2011-12-31,1,4
1350,2011-12-31,2,36
1350,2011-12-31,3,29
1350,2011-12-31,4,55
1350,2011-12-31,5,45
1350,2011-12-31,6,3
1351,2012-01-04,1,13
1351,2012-01-04,2,50
1351,2012-01-04,3,41
1351,2012-01-04,4,36
1351,2012-01-04,5,56
1351,2012-01-04,6,33
1352,2012-01-07,1,35
1352,2012-01-07,2,59
1352,2012-01-07,3,36
1352,2012-01-07,4,9
1352,2012-01-07,5,18
1352,2012-01-07,6,24
1353,2012-01-11,1,47
1353,2012-01-11,2,11
1353,2012-01-11,3,3
1353,2012-01-11,4,27
1353,2012-01-11,5,32
1353,2012-01-11,6,13
1354,2012-01-14,1,2
1354,2012-01-14,2,42
1354,2012-01-14,3,8
1354,2012-01-14,4,49
1354,2012-01-14,5,48
1354,2012-01-14,6,38
1355,2012-01-18,1,39
1355,2012-01-18,2,49
1355,2012-01-18,3,11
1355,2012-01-18,4,24
1355,2012-01-18,5,17
1355,2012-01-18,6,46
1356,2012-01-21,1,21
1356,2012-01-21,2,46
1356,2012-01-21,3,6
1356,2012-01-21,4,22
1356,2012-01-21,5,13
1356,2012-01-21,6,31
1357,2012-01-25,1,55
1357,2012-01-25,2,52
1357,2012-01-25,3,26
1357,2012-01-25,4,19
1357,2012-01-25,5,1
1357,2012-01-25,6,24
1358,2012-01-28,1,16
1358,2012-01-28,2,15
1358,2012-01-28,3,37
1358,2012-01-28,4,3
1358,2012-01-28,5,35
1358,2012-01-28,6,47
1359,2012-02-01,1,12
1359,2012-02-01,2,17
1359,2012-02-01,3,28
1359,2012-02-01,4,53
1359,2012-02-01,5,6
1359,2012-02-01,6,10
1360,2012-02-04,1,50
1360,2012-02-04,2,25
1360,2012-02-04,3,17
1360,2012-02-04,4,16
1360,2012-02-04,5,54
1360,2012-02-04,6,2
1361,2012-02-08,1,37
1361,2012-02-08,2,27
1361,2012-02-08,3,44
1361,2012-02-08,4,30
1361,2012-02-08,5,38
1361,2012-02-08,6,23
1362,2012-02-11,1,58
1362,2012-02-11,2,19
1362,2012-02-11,3,12
1362,2012-02-11,4,22
1362,2012-02-11,5,2
1362,2012-02-11,6,36
1363,2012-02-15,1,52
1363,2012-02-15,2,25
1363,2012-02-15,3,42
1363,2012-02-15,4,45
1363,2012-02-15,5,35
1363,2012-02-15,6,57
1364,2012-02-18,1,20
1364,2012-02-18,2,13
1364,2012-02-18,3,40
1364,2012-02-18,4,10
1364,2012-02-18,5,53
1364,2012-02-18,6,44
1365,2012-02-22,1,50
1365,2012-02-22,2,35
1365,2012-02-22,3,32
1365,2012-02-22,4,26
1365,2012-02-22,5,2
1365,2012-02-22,6,24
